article,reason,comment
Ian Wilson (composer),move from Ian Wilson (composer)/Temp,"Overwriting copyvio problem. Seems to be official bio, but no verification of permission"
Martin School of International Studies,move from Martin School of International Studies/Temp,Replacing copyright infringing version
Calvary Wakefield Hospital,move from Calvary Wakefield Hospital/Temp,replacing copyright infringing version with new stub
Geir Lundestad,move from Geir Lundestad/Temp,overwriting infringing version.
Myles Lane,move from Myles Lane/Temp,replacing copyvio version
David McNab,move from David McNab/Temp,replace copyvio version
Jewel Carmen,move from Jewel Carmen/Temp,overwriting infringing version. No GFDL issues.
English Language Skills Assessment,move from English Language Skills Assessment/Temp,new stub to replace copyvio version
Family Park Tycoon,move from Family Park Tycoon/Temp,Replacing copyvio version with new stub. Tagging notability concerns.
Myrrh Records,move from Myrrh Records/Temp,overwriting copyvio version with infringement-free stub
Andrew Jolivette,move from Andrew Jolivette/Temp,Overwriting copyvio infringement with new stub
San Roque Cathedral Ministry of Altar Servers,move from San Roque Cathedral Ministry of Altar Servers/Temp,overwriting infringing version
SS Saint Ninian,move from SS Saint Ninian/Temp,overwriting copyvio version with clean
Salt Creek Recreation Area,move from Salt Creek Recreation Area/Temp,overwriting infringing version with clean
